mmsi,split,kind
412460288,Training,Longliner
412460296,Training,Longliner
412460297,Training,Longliner
412460299,Training,Longliner
412470420,Training,Longliner
412480433,Training,Longliner
412500156,Training,Longliner
412500157,Training,Longliner
412500244,Training,Longliner
412500245,Training,Longliner
412523460,Training,Cargo/Tanker
412665000,Training,Cargo/Tanker
412676430,Training,Longliner
412679030,Test,Longliner
412687110,Training,Longliner
412687130,Training,Longliner
412687160,Training,Longliner
412687180,Test,Longliner
412689850,Test,Longliner
412691520,Training,Longliner
412691530,Training,Longliner
412694520,Training,Longliner
412694570,Training,Longliner
412694590,Training,Longliner
412694840,Test,Longliner
412695760,Test,Longliner
412703760,Training,Cargo/Tanker
412703850,Training,Cargo/Tanker
412760920,Training,Cargo/Tanker
412763980,Training,Cargo/Tanker
412763990,Training,Cargo/Tanker
412764280,Test,Cargo/Tanker
412926000,Training,Purse seine
413011000,Training,Longliner
413032000,Training,Purse seine
413034000,Training,Purse seine
413050510,Training,Cargo/Tanker
413118000,Training,Cargo/Tanker
413137000,Training,Cargo/Tanker
413145000,Test,Cargo/Tanker
413169000,Training,Cargo/Tanker
413201090,Training,Longliner
413224000,Training,Purse seine
413270220,Training,Longliner
413270430,Training,Longliner
413298000,Training,Purse seine
413302350,Training,Cargo/Tanker
413302360,Training,Cargo/Tanker
413340000,Training,Longliner
413341000,Training,Longliner
413342000,Training,Longliner
413343000,Training,Longliner
413344000,Training,Longliner
413345000,Training,Longliner
413350710,Test,Cargo/Tanker
413360000,Training,Cargo/Tanker
413370640,Test,Cargo/Tanker
413371190,Training,Cargo/Tanker
413371270,Training,Cargo/Tanker
413375660,Training,Cargo/Tanker
413375960,Training,Cargo/Tanker
413377130,Training,Cargo/Tanker
413402460,Training,Cargo/Tanker
413405870,Training,Cargo/Tanker
413426890,Training,Cargo/Tanker
413436190,Training,Cargo/Tanker
413436310,Training,Cargo/Tanker
413436660,Training,Cargo/Tanker
413443590,Training,Cargo/Tanker
413445470,Training,Cargo/Tanker
413447410,Training,Cargo/Tanker
413462010,Training,Longliner
413462340,Training,Cargo/Tanker
413473160,Training,Cargo/Tanker
413501950,Training,Longliner
413521680,Training,Cargo/Tanker
413521690,Training,Cargo/Tanker
413633000,Training,Cargo/Tanker
413696440,Training,Cargo/Tanker
413697670,Test,Cargo/Tanker
413762737,Training,Cargo/Tanker
413762748,Training,Cargo/Tanker
413762844,Training,Cargo/Tanker
413773462,Training,Cargo/Tanker
413773693,Training,Cargo/Tanker
413776254,Training,Cargo/Tanker
413790605,Test,Cargo/Tanker
413801994,Training,Cargo/Tanker
413819000,Training,Cargo/Tanker
413820832,Training,Cargo/Tanker
413822691,Training,Cargo/Tanker
413828000,Training,Cargo/Tanker
413901061,Training,Cargo/Tanker
413902896,Training,Cargo/Tanker
413903859,Training,Cargo/Tanker
413914000,Training,Cargo/Tanker
413960001,Training,Cargo/Tanker
413960939,Training,Cargo/Tanker
413985746,Training,Cargo/Tanker
413993994,Training,Cargo/Tanker
414073000,Training,Cargo/Tanker
416000013,Training,Longliner
416000029,Training,Longliner
416000141,Training,Longliner
416000143,Training,Longliner
416000154,Training,Longliner
416000159,Test,Longliner
416000205,Training,Longliner
416000212,Test,Longliner
416000221,Training,Longliner
416000235,Training,Longliner
416000246,Training,Longliner
416000301,Training,Longliner
416000394,Training,Longliner
416000398,Training,Longliner
416000411,Training,Longliner
416000461,Training,Longliner
416000464,Training,Longliner
416000547,Training,Longliner
416000633,Training,Longliner
416000784,Training,Longliner
416000804,Training,Longliner
416000818,Test,Longliner
416000974,Training,Longliner
416000986,Training,Longliner
416000999,Training,Longliner
416001036,Training,Longliner
416001241,Training,Longliner
416001245,Training,Longliner
416001248,Training,Longliner
416001265,Test,Longliner
416001354,Training,Longliner
416001413,Training,Longliner
416001414,Test,Longliner
416001418,Training,Longliner
416001425,Training,Longliner
416001427,Training,Purse seine
416001448,Training,Longliner
416001456,Training,Longliner
416001468,Training,Longliner
416001486,Training,Longliner
416001496,Training,Longliner
416001500,Training,Purse seine
416001504,Training,Longliner
416001521,Training,Longliner
416001531,Training,Longliner
416001659,Test,Longliner
416001838,Training,Longliner
416001845,Training,Longliner
416001900,Training,Longliner
416002039,Training,Longliner
416002067,Training,Longliner
416002116,Training,Longliner
416002135,Training,Longliner
416002162,Training,Longliner
416002216,Training,Longliner
416002235,Training,Longliner
416002251,Training,Longliner
416002269,Training,Longliner
416002287,Training,Longliner
416002304,Training,Longliner
416002325,Training,Longliner
416002383,Training,Longliner
416002425,Training,Longliner
416002445,Training,Longliner
416002477,Training,Longliner
416002492,Training,Longliner
416002506,Training,Longliner
416002507,Training,Longliner
416002556,Test,Longliner
416002566,Test,Longliner
416002568,Training,Longliner
416002581,Training,Longliner
416002586,Training,Longliner
416002604,Training,Longliner
416002605,Training,Longliner
416002639,Training,Longliner
416002642,Training,Longliner
416002643,Training,Longliner
416002646,Training,Longliner
416002655,Training,Longliner
416002656,Training,Longliner
416002681,Training,Longliner
416002682,Training,Longliner
416002718,Training,Longliner
416002732,Training,Longliner
416002744,Training,Longliner
416002745,Training,Purse seine
416002767,Training,Longliner
416002768,Training,Longliner
416002794,Training,Longliner
416002813,Training,Longliner
416002825,Training,Longliner
416002826,Training,Longliner
416002841,Training,Longliner
416002859,Test,Longliner
416002865,Training,Longliner
416002875,Training,Longliner
416002876,Training,Longliner
416002885,Training,Longliner
416002896,Training,Longliner
416002908,Training,Longliner
416002926,Training,Longliner
416002934,Training,Longliner
416002948,Training,Longliner
416002962,Training,Longliner
416002983,Training,Longliner
416003074,Training,Longliner
416003089,Training,Longliner
416003192,Training,Longliner
416003306,Training,Longliner
416003386,Training,Longliner
416003445,Training,Longliner
416003451,Training,Longliner
416003561,Training,Longliner
416003600,Training,Longliner
416003632,Test,Longliner
416003700,Training,Longliner
416003724,Training,Longliner
416003741,Training,Longliner
416003814,Training,Longliner
416003867,Training,Longliner
416003881,Training,Longliner
416003974,Training,Longliner
416004000,Training,Purse seine
416004044,Training,Longliner
416004058,Training,Longliner
416004073,Test,Longliner
416004095,Test,Longliner
416004098,Training,Longliner
416004158,Training,Longliner
416004168,Training,Longliner
416004203,Training,Longliner
416004204,Training,Longliner
416004236,Training,Longliner
416004245,Training,Longliner
416004279,Test,Longliner
416004339,Training,Longliner
416004344,Training,Longliner
416004367,Training,Longliner
416004368,Training,Longliner
416004369,Training,Longliner
416004375,Training,Longliner
416004409,Training,Longliner
416004411,Training,Longliner
416004418,Training,Longliner
416004421,Training,Longliner
416004427,Training,Longliner
416004469,Training,Longliner
416004485,Training,Longliner
416004507,Training,Longliner
416004523,Training,Longliner
416004582,Training,Longliner
416004583,Training,Longliner
416004591,Training,Longliner
416004624,Training,Longliner
416004662,Training,Longliner
416004675,Training,Longliner
416004685,Training,Longliner
416004747,Training,Longliner
416004759,Training,Longliner
416004772,Training,Longliner
416004773,Training,Longliner
416004797,Training,Longliner
416004831,Training,Purse seine
416004838,Training,Longliner
416004839,Training,Longliner
416004859,Training,Longliner
416004865,Training,Longliner
416004887,Training,Longliner
416008800,Training,Longliner
416016600,Training,Purse seine
416017500,Test,Purse seine
416032700,Training,Longliner
416033600,Training,Longliner
416035800,Training,Longliner
416039500,Training,Longliner
416043800,Training,Purse seine
416052600,Training,Longliner
416053500,Training,Longliner
416069500,Training,Longliner
416086600,Training,Longliner
416088900,Training,Longliner
416091600,Training,Longliner
416099800,Training,Longliner
416101800,Training,Longliner
416101900,Training,Longliner
416102500,Training,Longliner
416119900,Test,Longliner
416120500,Training,Longliner
416120600,Training,Longliner
416121700,Training,Longliner
416121800,Training,Longliner
416121900,Test,Longliner
416123900,Training,Longliner
416124600,Training,Longliner
416127900,Training,Longliner
416129700,Training,Longliner
416132600,Test,Longliner
416136900,Training,Longliner
416164600,Training,Longliner
416165700,Training,Longliner
416167600,Training,Longliner
416171600,Training,Longliner
416173500,Training,Longliner
416175800,Training,Longliner
416176700,Training,Longliner
416180800,Training,Longliner
416199500,Training,Longliner
416199800,Training,Longliner
416201800,Training,Longliner
416210600,Training,Longliner
416211900,Training,Longliner
416212800,Training,Longliner
416213800,Training,Longliner
416214600,Training,Longliner
416217800,Training,Longliner
416217900,Training,Longliner
416218500,Training,Longliner
416219700,Training,Longliner
416220600,Training,Longliner
416220800,Training,Longliner
416220900,Training,Longliner
416221900,Training,Longliner
416222700,Training,Longliner
416226600,Training,Longliner
416226700,Training,Longliner
416228600,Training,Longliner
416229900,Training,Longliner
416230500,Training,Longliner
416230600,Training,Longliner
416230800,Training,Longliner
416232600,Training,Longliner
416233600,Training,Purse seine
416234700,Training,Longliner
416234800,Training,Purse seine
416236600,Training,Longliner
416237600,Training,Longliner
416237700,Training,Longliner
416237800,Test,Longliner
416238700,Training,Purse seine
416240800,Training,Longliner
416240900,Training,Purse seine
416242800,Training,Longliner
416244700,Training,Longliner
416245700,Training,Longliner
416245800,Test,Longliner
416245900,Training,Longliner
416246700,Training,Longliner
416247600,Test,Purse seine
416247900,Training,Purse seine
416248600,Training,Purse seine
416308000,Training,Longliner
416329000,Training,Longliner
416333000,Training,Longliner
416338000,Training,Longliner
416348000,Training,Longliner
416349000,Training,Longliner
416353000,Test,Longliner
416368000,Training,Longliner
416379000,Training,Longliner
416411000,Training,Purse seine
416449000,Training,Cargo/Tanker
416500000,Training,Purse seine
416506000,Training,Purse seine
416532000,Training,Purse seine
416602000,Training,Longliner
416623000,Training,Longliner
416631000,Training,Longliner
416641000,Training,Longliner
416697000,Training,Longliner
416702000,Training,Longliner
416704000,Training,Longliner
416705000,Test,Longliner
416730000,Training,Longliner
416768000,Training,Longliner
416770000,Training,Longliner
416773000,Training,Longliner
416779000,Training,Longliner
416785000,Training,Longliner
416803000,Training,Longliner
416804000,Test,Longliner
416822000,Training,Longliner
416833000,Training,Longliner
416864000,Training,Longliner
416869000,Training,Longliner
416891000,Training,Longliner
416895000,Test,Longliner
416898000,Training,Purse seine
416899000,Training,Purse seine
419000101,Training,Tug
419000117,Training,Tug
419000120,Training,Tug
419000122,Test,Tug
419000125,Training,Supply
419000127,Training,Supply
419000141,Training,Tug
419000147,Training,Tug
419000152,Training,Tug
419000167,Training,Tug
419000185,Training,Tug
419000208,Training,Supply
419000209,Training,Supply
419000211,Training,Supply
419000212,Test,Supply
419000216,Training,Supply
419000218,Training,Supply
419000236,Training,Supply
419000238,Training,Tug
419000274,Training,Tug
419000287,Training,Supply
419000294,Test,Supply
419000295,Training,Supply
419000298,Training,Supply
419000346,Training,Supply
419000374,Test,Tug
419000379,Test,Tug
419000387,Training,Tug
419000408,Training,Tug
419000420,Training,Supply
419000482,Training,Tug
419000521,Training,Supply
419000524,Training,Tug
419000525,Training,Tug
419000539,Training,Supply
419000596,Training,Tug
419000607,Training,Supply
419000618,Training,Tug
419000638,Training,Tug
419000645,Training,Supply
419000668,Training,Supply
419000721,Training,Supply
419000765,Training,Tug
419000812,Training,Supply
419000816,Training,Supply
419000826,Training,Supply
419000850,Training,Tug
419000858,Training,Supply
419000860,Training,Supply
419000872,Training,Tug
419000881,Training,Tug
419000893,Training,Supply
419000921,Training,Tug
419000923,Training,Supply
419000941,Training,Supply
419000952,Training,Supply
419000953,Training,Supply
419000955,Training,Supply
419001050,Training,Supply
419001053,Training,Supply
419001600,Training,Tug
419001900,Training,Tug
419033500,Training,Tug
419033600,Training,Tug
419036000,Training,Tug
419041700,Training,Tug
419041900,Training,Tug
419042100,Training,Tug
419051100,Test,Tug
419053700,Training,Tug
419057400,Training,Tug
419058400,Training,Supply
419059400,Training,Tug
419060600,Training,Supply
419060700,Training,Tug
419060900,Test,Tug
419061100,Training,Tug
419061600,Test,Tug
419061700,Training,Tug
419064300,Training,Tug
419065100,Test,Supply
419065200,Training,Supply
419065300,Training,Tug
419067500,Training,Tug
419067600,Training,Tug
419067700,Training,Tug
419069500,Test,Tug
419069700,Training,Tug
419069800,Training,Tug
419069900,Training,Tug
419074600,Test,Tug
419088700,Training,Tug
419093700,Test,Supply
419094400,Training,Tug
419097100,Training,Supply
419097600,Training,Supply
419097800,Training,Supply
419098100,Training,Supply
419098500,Training,Supply
419098700,Training,Tug
419251000,Training,Supply
419252000,Training,Supply
419253000,Training,Supply
419258000,Training,Supply
419259000,Training,Supply
419292000,Training,Tug
419387000,Training,Supply
419396000,Training,Supply
419398000,Training,Supply
419399000,Training,Supply
419400000,Training,Supply
419401000,Training,Supply
419403000,Training,Supply
419536000,Training,Supply
419537000,Training,Supply
419545000,Training,Supply
419575000,Training,Supply
419589000,Training,Tug
419591000,Training,Tug
419605000,Training,Supply
419649000,Training,Supply
419663000,Training,Supply
419692000,Training,Supply
419697000,Training,Supply
419701000,Training,Supply
419704000,Training,Supply
419705000,Training,Supply
419742000,Training,Supply
419744000,Training,Supply
419763000,Training,Supply
419773000,Training,Supply
419781000,Training,Supply
419783000,Training,Supply
419798000,Training,Supply
419900150,Test,Longliner
422062900,Training,Tug
422068500,Training,Tug
422573000,Training,Purse seine
423072100,Training,Tug
423076100,Test,Tug
423077100,Training,Tug
423079100,Training,Tug
423081100,Training,Tug
423083100,Test,Tug
423092100,Training,Tug
423099100,Training,Tug
423101100,Training,Tug
423110100,Training,Tug
423112100,Training,Tug
423118100,Training,Tug
423119100,Training,Tug
423120100,Training,Tug
423121100,Training,Tug
423122100,Training,Tug
423123100,Training,Tug
423131100,Training,Tug
423133100,Training,Tug
423134100,Training,Tug
423135100,Training,Tug
423138100,Test,Tug
423158100,Training,Tug
423164100,Training,Tug
423165100,Test,Tug
423166100,Training,Tug
423167100,Training,Tug
423169100,Test,Tug
423170100,Training,Tug
423171100,Training,Tug
423172100,Training,Tug
423181100,Training,Tug
423182100,Test,Tug
423187100,Training,Tug
423192100,Training,Tug
423193100,Training,Tug
423199100,Training,Tug
423200100,Test,Tug
423201100,Training,Tug
423216100,Training,Tug
423217100,Test,Tug
423219100,Training,Tug
423230100,Training,Passenger
423236100,Training,Tug
423238100,Training,Tug
423252100,Training,Passenger
423335100,Training,Passenger
423383100,Training,Tug
423388100,Test,Tug
423391100,Training,Supply
423393100,Training,Passenger
423399100,Test,Supply
423403100,Training,Tug
423404100,Training,Tug
423405100,Training,Passenger
428011000,Training,Cargo/Tanker
428019000,Training,Cargo/Tanker
431000124,Training,Tug
431000175,Training,Cargo/Tanker
431000267,Training,Tug
431000336,Training,Cargo/Tanker
431000359,Training,Cargo/Tanker
431000368,Training,Tug
431000474,Test,Cargo/Tanker
431000495,Training,Cargo/Tanker
431000498,Training,Cargo/Tanker
431000508,Training,Cargo/Tanker
431000528,Training,Cargo/Tanker
431000567,Training,Cargo/Tanker
431000622,Training,Cargo/Tanker
431000639,Training,Cargo/Tanker
431000795,Training,Tug
431000822,Training,Cargo/Tanker
431000828,Training,Cargo/Tanker
431000859,Training,Cargo/Tanker
431000903,Training,Cargo/Tanker
431000925,Training,Cargo/Tanker
431000984,Training,Cargo/Tanker
431001002,Test,Cargo/Tanker
431001046,Training,Cargo/Tanker
431001052,Training,Cargo/Tanker
431001061,Training,Cargo/Tanker
431001074,Training,Tug
431001216,Test,Cargo/Tanker
431001343,Training,Cargo/Tanker
431001353,Training,Cargo/Tanker
431001374,Training,Cargo/Tanker
431001427,Training,Cargo/Tanker
431001455,Training,Tug
431001837,Training,Cargo/Tanker
431001998,Training,Cargo/Tanker
431002092,Training,Cargo/Tanker
431002093,Training,Tug
431002219,Training,Tug
431002676,Test,Tug
431002774,Training,Cargo/Tanker
431002799,Training,Cargo/Tanker
431002971,Test,Tug
431003009,Training,Cargo/Tanker
431003024,Training,Cargo/Tanker
431003171,Training,Cargo/Tanker
431003181,Training,Cargo/Tanker
431003203,Training,Cargo/Tanker
431003269,Training,Cargo/Tanker
431003354,Test,Cargo/Tanker
431003365,Training,Cargo/Tanker
431003382,Test,Cargo/Tanker
431003436,Training,Tug
431003497,Test,Cargo/Tanker
431003715,Test,Cargo/Tanker
431003749,Training,Tug
431003903,Training,Cargo/Tanker
431004045,Test,Tug
431004091,Training,Cargo/Tanker
431004231,Test,Tug
431004478,Training,Tug
431004768,Test,Tug
431005162,Test,Passenger
431005531,Training,Tug
431022000,Training,Longliner
431038000,Training,Longliner
431053000,Training,Longliner
431067000,Training,Longliner
431100030,Training,Purse seine
431100109,Training,Cargo/Tanker
431100311,Training,Cargo/Tanker
431100325,Training,Cargo/Tanker
431100850,Training,Purse seine
431100922,Training,Cargo/Tanker
431100938,Training,Cargo/Tanker
431100945,Training,Cargo/Tanker
431100948,Training,Cargo/Tanker
431100957,Training,Cargo/Tanker
431100961,Training,Tug
431101042,Training,Tug
431101051,Training,Cargo/Tanker
431101054,Training,Cargo/Tanker
431101095,Training,Tug
431101128,Training,Tug
431101134,Training,Tug
431101148,Training,Cargo/Tanker
431101171,Training,Cargo/Tanker
431101320,Training,Longliner
431116000,Training,Longliner
431128000,Training,Purse seine
431137000,Test,Purse seine
431154000,Training,Longliner
431155000,Training,Purse seine
431159000,Training,Purse seine
431167000,Training,Purse seine
431175000,Training,Longliner
431200143,Test,Cargo/Tanker
431200166,Training,Cargo/Tanker
431200730,Training,Longliner
431200740,Training,Longliner
431206000,Training,Longliner
431245000,Training,Longliner
431251000,Test,Longliner
431253000,Training,Longliner
431298000,Training,Longliner
431300266,Training,Cargo/Tanker
431300401,Training,Cargo/Tanker
431300414,Training,Cargo/Tanker
431301434,Training,Cargo/Tanker
431301453,Training,Cargo/Tanker
431301549,Training,Cargo/Tanker
431301595,Training,Cargo/Tanker
431301658,Training,Cargo/Tanker
431301705,Training,Cargo/Tanker
431308000,Training,Purse seine
431310000,Training,Purse seine
431316000,Training,Longliner
431329000,Training,Longliner
431331000,Training,Purse seine
431377000,Test,Longliner
431380000,Training,Longliner
431382000,Training,Longliner
431395000,Training,Longliner
431400035,Training,Cargo/Tanker
431400185,Training,Cargo/Tanker
431400216,Training,Cargo/Tanker
431400233,Training,Cargo/Tanker
431400386,Training,Cargo/Tanker
431400446,Training,Cargo/Tanker
431400467,Training,Cargo/Tanker
431400523,Training,Cargo/Tanker
431400732,Training,Cargo/Tanker
431401017,Training,Cargo/Tanker
431401462,Training,Cargo/Tanker
431401788,Training,Cargo/Tanker
431401796,Training,Cargo/Tanker
431401925,Training,Cargo/Tanker
431401962,Training,Cargo/Tanker
431401974,Training,Cargo/Tanker
431402037,Training,Cargo/Tanker
431402051,Training,Cargo/Tanker
431402067,Training,Cargo/Tanker
431424000,Training,Longliner
431444000,Training,Longliner
431465000,Training,Trawler
431490000,Test,Longliner
431500040,Training,Longliner
431500103,Test,Cargo/Tanker
431500120,Test,Longliner
431500180,Training,Longliner
431500199,Training,Cargo/Tanker
431500366,Training,Cargo/Tanker
431500398,Training,Cargo/Tanker
431500460,Training,Longliner
431500470,Training,Longliner
431500511,Training,Cargo/Tanker
431500526,Test,Cargo/Tanker
431500530,Test,Longliner
431500541,Training,Cargo/Tanker
431500583,Training,Cargo/Tanker
431500599,Test,Cargo/Tanker
431500990,Training,Longliner
431501625,Training,Cargo/Tanker
431501644,Training,Cargo/Tanker
431501666,Training,Cargo/Tanker
431501685,Training,Cargo/Tanker
431501712,Training,Cargo/Tanker
431501749,Training,Cargo/Tanker
431501797,Training,Cargo/Tanker
431501818,Training,Cargo/Tanker
431501832,Training,Cargo/Tanker
431501835,Training,Cargo/Tanker
431501856,Training,Cargo/Tanker
431503000,Training,Purse seine
431511000,Training,Purse seine
431600220,Training,Longliner
431600275,Training,Longliner
431600640,Training,Longliner
431600872,Training,Cargo/Tanker
431601033,Training,Cargo/Tanker
431602020,Training,Longliner
431602130,Training,Longliner
431602169,Test,Passenger
431602206,Training,Cargo/Tanker
431602220,Training,Longliner
431602260,Test,Longliner
431602306,Test,Cargo/Tanker
431602530,Test,Longliner
431602620,Training,Longliner
431602690,Test,Longliner
431602890,Training,Longliner
431603120,Test,Longliner
431620000,Training,Longliner
431659000,Training,Longliner
431670000,Training,Purse seine
431671000,Training,Purse seine
431679000,Training,Purse seine
431680233,Training,Cargo/Tanker
431682000,Training,Longliner
431686000,Training,Purse seine
431700060,Training,Longliner
431700130,Training,Longliner
431700190,Training,Longliner
431700200,Training,Longliner
431700210,Training,Longliner
431700260,Training,Longliner
431700550,Training,Longliner
431700660,Training,Longliner
431700830,Training,Longliner
431700970,Training,Longliner
431700980,Training,Longliner
431701650,Training,Longliner
431701780,Training,Longliner
431702130,Training,Longliner
431702230,Training,Longliner
431702470,Training,Longliner
431702580,Training,Longliner
431702850,Training,Longliner
431703660,Training,Longliner
431703970,Training,Longliner
431704330,Test,Longliner
431704420,Training,Longliner
431704490,Training,Longliner
431704520,Training,Longliner
431714000,Training,Longliner
431725000,Training,Longliner
431726000,Training,Trawler
431739000,Training,Longliner
431750000,Training,Longliner
431753000,Training,Longliner
431782000,Training,Longliner
431791000,Training,Longliner
431796000,Test,Purse seine
431798000,Training,Longliner
431800616,Training,Cargo/Tanker
431800677,Training,Cargo/Tanker
431809000,Training,Longliner
431812000,Training,Purse seine
431813000,Training,Longliner
431817000,Training,Purse seine
431838000,Training,Longliner
431853000,Test,Longliner
431855000,Training,Longliner
431864000,Training,Longliner
431866000,Training,Purse seine
431869000,Test,Longliner
431873000,Training,Longliner
431889000,Test,Longliner
431893000,Training,Longliner
431927000,Training,Longliner
431938000,Training,Longliner
432045000,Training,Longliner
432106000,Training,Longliner
432226000,Training,Longliner
432228000,Training,Longliner
432261000,Training,Purse seine
432276000,Training,Longliner
432282000,Training,Longliner
432298000,Training,Longliner
432319000,Training,Longliner
432321000,Training,Longliner
432343000,Training,Longliner
432346000,Training,Longliner
432353000,Test,Longliner
432356000,Training,Cargo/Tanker
432367000,Training,Longliner
432374000,Test,Longliner
432405000,Training,Longliner
432408000,Training,Longliner
432410000,Training,Purse seine
432411000,Training,Longliner
432426000,Training,Longliner
432438000,Test,Purse seine
432444000,Training,Longliner
432447000,Training,Longliner
432448000,Training,Longliner
432454000,Training,Longliner
432458000,Training,Longliner
432461000,Test,Longliner
432463000,Training,Longliner
432475000,Training,Longliner
432487000,Training,Purse seine
432503000,Training,Longliner
432515000,Training,Longliner
432564000,Training,Purse seine
432568000,Training,Longliner
432606000,Training,Cargo/Tanker
432613000,Training,Cargo/Tanker
432626000,Training,Longliner
432665000,Training,Cargo/Tanker
432685000,Training,Purse seine
432708000,Training,Purse seine
432723000,Training,Cargo/Tanker
432726000,Training,Purse seine
432824000,Training,Cargo/Tanker
432856000,Training,Longliner
432878000,Training,Longliner
432894000,Training,Longliner
432896000,Training,Longliner
432907000,Training,Longliner
432914000,Training,Longliner
432918000,Training,Longliner
432924000,Training,Longliner
432936000,Training,Longliner
432943000,Training,Longliner
432948000,Training,Purse seine
432955000,Training,Longliner
432962000,Training,Longliner
432966000,Training,Purse seine
432967000,Training,Longliner
432971000,Training,Longliner
432987000,Training,Longliner
432990000,Training,Longliner
436000090,Training,Tug
440045000,Test,Longliner
440053000,Training,Purse seine
440055000,Training,Longliner
440089000,Training,Longliner
440097000,Training,Purse seine
440099000,Training,Purse seine
440101000,Test,Purse seine
440104000,Training,Purse seine
440112210,Training,Tug
440154000,Training,Longliner
440192000,Training,Longliner
440195000,Training,Purse seine
440222000,Training,Purse seine
440224000,Training,Longliner
440226000,Training,Purse seine
440233000,Training,Purse seine
440236000,Training,Longliner
440239000,Training,Longliner
440245000,Training,Cargo/Tanker
440246000,Test,Longliner
440280000,Training,Longliner
440313000,Training,Longliner
440316000,Training,Longliner
440444000,Training,Purse seine
440450000,Test,Purse seine
440492000,Training,Purse seine
440503000,Training,Longliner
440504000,Training,Longliner
440517000,Training,Longliner
440522000,Training,Longliner
440542000,Training,Purse seine
440549000,Training,Longliner
440552000,Training,Purse seine
440574000,Training,Longliner
440575000,Test,Purse seine
440584000,Training,Longliner
440590000,Training,Longliner
440604000,Test,Longliner
440612000,Training,Longliner
440617000,Training,Longliner
440620000,Training,Longliner
440623000,Training,Longliner
440624000,Test,Longliner
440636000,Training,Longliner
440641000,Training,Longliner
440644000,Training,Purse seine
440645000,Training,Longliner
440646000,Training,Longliner
440647000,Training,Longliner
440648000,Training,Longliner
440654000,Training,Longliner
440656000,Training,Longliner
440671000,Training,Purse seine
440703000,Training,Longliner
440704000,Training,Longliner
440705000,Training,Longliner
440731000,Training,Longliner
440733000,Training,Longliner
440765000,Training,Longliner
440770000,Training,Longliner
440772000,Training,Longliner
440773000,Training,Longliner
440778000,Test,Longliner
440780000,Training,Longliner
440781000,Training,Longliner
440786000,Training,Longliner
440787000,Training,Longliner
440788000,Training,Longliner
440792000,Training,Longliner
440801000,Training,Longliner
440807000,Training,Longliner
440809000,Training,Longliner
440810000,Test,Longliner
440820000,Training,Longliner
440821000,Training,Longliner
440822000,Training,Purse seine
440823000,Training,Purse seine
440846000,Training,Longliner
440847000,Test,Longliner
440858000,Training,Longliner
440871000,Training,Longliner
440885000,Training,Longliner
440886000,Training,Longliner
440894000,Training,Longliner
440895000,Test,Longliner
440900000,Training,Longliner
440919000,Training,Longliner
440920000,Training,Longliner
440926000,Training,Longliner
440931000,Training,Longliner
440934000,Training,Longliner
440935000,Training,Longliner
440941000,Training,Longliner
440944000,Training,Longliner
440946000,Test,Longliner
440952000,Training,Longliner
440954000,Training,Longliner
440963000,Training,Longliner
440966000,Training,Longliner
440986000,Training,Longliner
440990000,Training,Purse seine
440992000,Training,Longliner
441014000,Training,Longliner
441032000,Training,Longliner
441038000,Training,Longliner
441043000,Training,Longliner
441066000,Training,Purse seine
441084000,Training,Longliner
441090000,Training,Longliner
441098000,Training,Longliner
441124000,Training,Cargo/Tanker
441154000,Training,Cargo/Tanker
441166000,Test,Purse seine
441201181,Training,Longliner
441201183,Training,Longliner
441201562,Training,Longliner
441201727,Training,Longliner
441201728,Training,Longliner
441201729,Training,Longliner
441201731,Test,Longliner
441201732,Training,Longliner
441219253,Training,Longliner
441219875,Training,Longliner
441219878,Training,Longliner
441220316,Training,Longliner
441225915,Training,Longliner
441226015,Training,Longliner
441226315,Training,Longliner
441233000,Training,Longliner
441242000,Training,Longliner
441247715,Training,Longliner
441251000,Training,Longliner
441374000,Test,Longliner
441408000,Training,Cargo/Tanker
441446000,Training,Purse seine
441483000,Training,Longliner
441493000,Training,Purse seine
441536000,Training,Longliner
441584000,Test,Longliner
441630000,Training,Cargo/Tanker
441644000,Training,Longliner
441645000,Training,Longliner
441650000,Training,Longliner
441660000,Training,Longliner
441675000,Training,Purse seine
441680000,Training,Longliner
441717000,Training,Cargo/Tanker
441734000,Training,Purse seine
441811000,Training,Longliner
441812000,Training,Longliner
441825000,Training,Longliner
441853000,Training,Purse seine
441865000,Test,Purse seine
441869000,Training,Longliner
441897000,Training,Cargo/Tanker
441910000,Training,Longliner
441930000,Training,Purse seine
443200156,Training,Purse seine
444080710,Training,Purse seine
452005511,Training,Purse seine
452009111,Training,Longliner
470129000,Test,Supply
470130000,Training,Supply
470135000,Training,Tug
470136000,Training,Passenger
470138000,Training,Supply
470139000,Training,Supply
470140000,Training,Supply
470144000,Test,Tug
470145000,Training,Supply
470146000,Training,Supply
470147000,Training,Tug
470154000,Training,Tug
470159000,Training,Supply
470170000,Training,Supply
470250000,Training,Supply
470385000,Test,Supply
470398000,Training,Supply
470424000,Training,Tug
470488000,Training,Tug
470501000,Training,Supply
470541000,Training,Supply
470545000,Training,Tug
470571000,Training,Supply
470598000,Training,Tug
470628000,Training,Supply
470634000,Training,Supply
470654000,Training,Supply
470690000,Training,Supply
470747000,Training,Supply
470820000,Training,Supply
470863000,Test,Supply
470864000,Training,Supply
470909000,Training,Supply
470920000,Training,Supply
477042000,Training,Tug
477062000,Test,Cargo/Tanker
477105800,Training,Cargo/Tanker
477111300,Test,Cargo/Tanker
477171000,Test,Cargo/Tanker
