mmsi,dataset,label
413447410,Test,Cargo/Tanker
413461610,Test,Cargo/Tanker
413462010,Test,Longliner
413462340,Training,Cargo/Tanker
413468190,Training,Cargo/Tanker
413468250,Test,Cargo/Tanker
413471520,Training,Cargo/Tanker
413471670,Test,Cargo/Tanker
413472140,Training,Cargo/Tanker
413473150,Test,Cargo/Tanker
413473160,Training,Cargo/Tanker
413473170,Test,Cargo/Tanker
413473630,Training,Cargo/Tanker
413474360,Test,Cargo/Tanker
413501950,Test,Longliner
413508000,Training,Cargo/Tanker
413521680,Training,Cargo/Tanker
413521690,Training,Cargo/Tanker
413589000,Test,Cargo/Tanker
413633000,Training,Cargo/Tanker
413651000,Training,Cargo/Tanker
413652000,Training,Cargo/Tanker
413675000,Training,Cargo/Tanker
413693760,Training,Cargo/Tanker
413695940,Test,Cargo/Tanker
413696440,Training,Cargo/Tanker
413696810,Test,Cargo/Tanker
413697180,Test,Cargo/Tanker
413697190,Training,Cargo/Tanker
413697670,Test,Cargo/Tanker
413762737,Training,Cargo/Tanker
413762744,Test,Cargo/Tanker
413762748,Training,Cargo/Tanker
413762844,Training,Cargo/Tanker
413762847,Training,Cargo/Tanker
413768684,Training,Cargo/Tanker
413770153,Training,Cargo/Tanker
413772091,Training,Cargo/Tanker
413772994,Training,Cargo/Tanker
413773461,Training,Cargo/Tanker
413773462,Training,Cargo/Tanker
413773463,Training,Cargo/Tanker
413773543,Training,Cargo/Tanker
413773693,Training,Cargo/Tanker
413774502,Training,Cargo/Tanker
413776254,Training,Cargo/Tanker
413777558,Test,Cargo/Tanker
413783000,Training,Cargo/Tanker
413788091,Training,Cargo/Tanker
413788155,Test,Cargo/Tanker
413790605,Test,Cargo/Tanker
413790606,Test,Cargo/Tanker
413790608,Training,Cargo/Tanker
413800626,Training,Cargo/Tanker
413801994,Training,Cargo/Tanker
413812104,Training,Cargo/Tanker
413812401,Training,Cargo/Tanker
413812753,Training,Cargo/Tanker
413816051,Training,Cargo/Tanker
413819000,Test,Cargo/Tanker
413820832,Test,Cargo/Tanker
413822691,Test,Cargo/Tanker
413828000,Test,Cargo/Tanker
413853554,Training,Cargo/Tanker
413900695,Test,Cargo/Tanker
413901061,Training,Cargo/Tanker
413901062,Test,Cargo/Tanker
413901139,Training,Cargo/Tanker
413901321,Test,Cargo/Tanker
413901483,Training,Cargo/Tanker
413901616,Training,Cargo/Tanker
413901676,Training,Cargo/Tanker
413902076,Test,Cargo/Tanker
413902184,Training,Cargo/Tanker
413902194,Training,Cargo/Tanker
413902213,Training,Cargo/Tanker
413902221,Test,Cargo/Tanker
413902896,Training,Cargo/Tanker
413903511,Test,Cargo/Tanker
413903859,Training,Cargo/Tanker
413904053,Training,Cargo/Tanker
413905166,Training,Cargo/Tanker
413905366,Training,Cargo/Tanker
413905533,Test,Cargo/Tanker
413905607,Training,Cargo/Tanker
413914000,Training,Cargo/Tanker
413940217,Test,Cargo/Tanker
413960001,Test,Cargo/Tanker
413960939,Test,Cargo/Tanker
413961142,Training,Cargo/Tanker
413961146,Training,Cargo/Tanker
413962198,Test,Cargo/Tanker
413962205,Training,Cargo/Tanker
413970112,Training,Cargo/Tanker
413973504,Test,Cargo/Tanker
413977209,Training,Tug/Pilot/Supply
413979414,Training,Cargo/Tanker
413985746,Training,Cargo/Tanker
413988000,Test,Cargo/Tanker
413993994,Training,Cargo/Tanker
414073000,Test,Cargo/Tanker
414121000,Training,Cargo/Tanker
416000013,Test,Longliner
416000029,Training,Longliner
416000141,Test,Longliner
416000143,Training,Longliner
416000154,Training,Longliner
416000159,Test,Longliner
416000205,Test,Longliner
416000212,Test,Longliner
416000221,Training,Longliner
416000235,Training,Longliner
416000246,Test,Longliner
416000301,Training,Longliner
416000394,Training,Longliner
416000398,Training,Longliner
416000411,Test,Longliner
416000459,Test,Longliner
416000461,Test,Longliner
416000464,Test,Longliner
416000547,Training,Longliner
416000633,Test,Longliner
416000784,Training,Longliner
416000804,Training,Longliner
416000818,Test,Longliner
416000974,Test,Longliner
416000986,Test,Longliner
416000999,Training,Longliner
416001036,Training,Longliner
416001235,Training,Longliner
416001241,Training,Longliner
416001245,Test,Longliner
416001248,Training,Longliner
416001265,Test,Longliner
416001354,Training,Longliner
416001356,Training,Longliner
416001413,Training,Longliner
416001414,Test,Longliner
416001418,Training,Longliner
416001425,Training,Longliner
416001427,Training,Purse seine
416001448,Training,Longliner
416001456,Test,Longliner
416001468,Training,Longliner
416001476,Training,Longliner
416001486,Training,Longliner
416001496,Test,Longliner
416001500,Training,Purse seine
416001504,Training,Longliner
416001521,Test,Longliner
416001531,Training,Longliner
416001659,Test,Longliner
416001787,Test,Longliner
416001792,Training,Longliner
416001795,Training,Longliner
416001800,Test,Purse seine
416001838,Test,Longliner
416001845,Training,Longliner
416001900,Training,Longliner
416002039,Training,Longliner
416002067,Training,Longliner
416002116,Test,Longliner
416002135,Training,Longliner
416002162,Training,Longliner
416002195,Training,Longliner
416002216,Test,Longliner
416002235,Training,Longliner
416002251,Test,Longliner
416002269,Training,Longliner
416002287,Training,Longliner
416002298,Training,Longliner
416002304,Test,Longliner
416002325,Test,Longliner
416002357,Training,Longliner
416002383,Test,Longliner
416002407,Test,Longliner
416002425,Training,Longliner
416002445,Test,Longliner
416002447,Training,Longliner
416002477,Training,Longliner
416002492,Test,Longliner
416002506,Training,Longliner
416002507,Training,Longliner
416002556,Test,Longliner
416002566,Test,Longliner
416002568,Training,Longliner
416002581,Training,Longliner
416002586,Training,Longliner
416002604,Training,Longliner
416002605,Training,Longliner
416002639,Training,Longliner
416002642,Test,Longliner
416002643,Training,Longliner
416002646,Test,Longliner
416002655,Training,Longliner
416002656,Training,Longliner
416002681,Training,Longliner
416002682,Training,Longliner
416002718,Training,Longliner
416002732,Training,Longliner
416002744,Training,Longliner
416002745,Training,Purse seine
416002767,Training,Longliner
416002768,Test,Longliner
416002779,Training,Longliner
416002794,Training,Longliner
416002813,Training,Longliner
416002825,Test,Longliner
416002826,Training,Longliner
416002841,Training,Longliner
416002859,Test,Longliner
416002865,Training,Longliner
416002875,Training,Longliner
416002876,Test,Longliner
416002885,Test,Longliner
416002896,Training,Longliner
416002908,Test,Longliner
416002926,Training,Longliner
416002934,Training,Longliner
416002948,Test,Longliner
416002962,Test,Longliner
416002983,Training,Longliner
416003074,Test,Longliner
416003089,Training,Longliner
416003192,Test,Longliner
416003306,Test,Longliner
416003386,Test,Longliner
416003445,Test,Longliner
416003449,Training,Cargo/Tanker
416003451,Training,Longliner
416003561,Test,Longliner
416003600,Test,Longliner
416003632,Test,Longliner
416003700,Training,Longliner
416003724,Training,Longliner
416003741,Training,Longliner
416003814,Test,Longliner
416003867,Training,Longliner
416003881,Test,Longliner
416003955,Training,Longliner
416003974,Training,Longliner
416004000,Training,Purse seine
416004044,Training,Longliner
416004058,Training,Longliner
416004073,Test,Longliner
416004095,Test,Longliner
416004098,Training,Longliner
416004158,Training,Longliner
416004168,Test,Longliner
416004203,Test,Longliner
416004204,Training,Longliner
416004236,Training,Longliner
416004245,Training,Longliner
416004279,Test,Longliner
416004339,Test,Longliner
416004344,Test,Longliner
416004367,Test,Longliner
416004368,Training,Longliner
416004369,Test,Longliner
416004375,Test,Longliner
416004378,Training,Longliner
416004409,Training,Longliner
416004411,Test,Longliner
416004418,Training,Longliner
416004421,Test,Longliner
416004427,Training,Longliner
416004469,Test,Longliner
416004485,Training,Longliner
416004507,Test,Longliner
416004523,Training,Longliner
416004582,Training,Longliner
416004583,Training,Longliner
416004591,Training,Longliner
416004624,Training,Longliner
416004662,Training,Longliner
416004675,Training,Longliner
416004685,Training,Longliner
416004747,Training,Longliner
416004759,Test,Longliner
416004772,Test,Longliner
416004773,Test,Longliner
416004797,Test,Longliner
416004831,Test,Purse seine
416004838,Test,Longliner
416004839,Training,Longliner
416004859,Test,Longliner
416004865,Training,Longliner
416004887,Training,Longliner
416005033,Training,Longliner
416008800,Training,Longliner
416015700,Training,Longliner
416016600,Training,Purse seine
416017500,Test,Purse seine
416032700,Test,Longliner
416033600,Test,Longliner
416035800,Training,Longliner
416039500,Test,Longliner
416043800,Training,Purse seine
416052600,Test,Longliner
416053500,Training,Longliner
416069500,Test,Longliner
416086600,Training,Longliner
416088900,Test,Longliner
416091600,Test,Longliner
416091900,Training,Longliner
416099800,Test,Longliner
416101800,Training,Longliner
416101900,Test,Longliner
416102500,Training,Longliner
416119900,Test,Longliner
416120500,Training,Longliner
416120600,Training,Longliner
416121700,Training,Longliner
416121800,Training,Longliner
416121900,Test,Longliner
416123900,Training,Longliner
416124600,Training,Longliner
416127900,Training,Longliner
416129700,Training,Longliner
416132600,Test,Longliner
416136900,Training,Longliner
416164600,Test,Longliner
416165700,Training,Longliner
416167600,Test,Longliner
416171600,Training,Longliner
416173500,Training,Longliner
416175800,Training,Longliner
416176700,Training,Longliner
416179800,Training,Cargo/Tanker
416180800,Test,Longliner
416193900,Training,Longliner
416194500,Training,Longliner
416199500,Test,Longliner
416199800,Training,Longliner
416201800,Training,Longliner
416203600,Training,Longliner
416210600,Training,Longliner
416211900,Training,Longliner
416212800,Test,Longliner
416213800,Test,Longliner
416214600,Test,Longliner
416217800,Test,Longliner
416217900,Training,Longliner
416218500,Training,Longliner
416219700,Test,Longliner
416220600,Training,Longliner
416220800,Training,Longliner
416220900,Training,Longliner
416221900,Training,Longliner
416222700,Training,Longliner
416225500,Training,Longliner
416226600,Test,Longliner
416226700,Test,Longliner
416228600,Training,Longliner
416229900,Training,Longliner
416230500,Training,Longliner
416230600,Training,Longliner
416230800,Test,Longliner
416232600,Training,Longliner
416233600,Test,Purse seine
416234700,Training,Longliner
416234800,Test,Purse seine
416236600,Test,Longliner
416237600,Training,Longliner
416237700,Training,Longliner
416237800,Test,Longliner
416238700,Training,Purse seine
416240800,Training,Longliner
416240900,Training,Purse seine
416242800,Training,Longliner
416244700,Training,Longliner
416245700,Training,Longliner
416245800,Test,Longliner
416245900,Training,Longliner
416246700,Training,Longliner
416247600,Test,Purse seine
416247900,Training,Purse seine
416248600,Training,Purse seine
416303000,Test,Longliner
416308000,Test,Longliner
416329000,Training,Longliner
416333000,Training,Longliner
416338000,Training,Longliner
416348000,Test,Longliner
416349000,Training,Longliner
416353000,Test,Longliner
416368000,Training,Longliner
416379000,Training,Longliner
416382000,Training,Cargo/Tanker
416411000,Test,Purse seine
416449000,Training,Cargo/Tanker
416500000,Test,Purse seine
416506000,Training,Purse seine
416532000,Training,Purse seine
416563000,Training,Squid fishing
416602000,Test,Longliner
416623000,Training,Longliner
416631000,Test,Longliner
416641000,Training,Longliner
416697000,Test,Longliner
416702000,Training,Longliner
416704000,Training,Longliner
416705000,Test,Longliner
416717000,Training,Longliner
416730000,Training,Longliner
416768000,Training,Longliner
416770000,Training,Longliner
416773000,Test,Longliner
416779000,Training,Longliner
416785000,Test,Longliner
416803000,Test,Longliner
416804000,Test,Longliner
416822000,Training,Longliner
416833000,Training,Longliner
416863000,Training,Longliner
416864000,Test,Longliner
416869000,Training,Longliner
416891000,Training,Longliner
416895000,Test,Longliner
416898000,Training,Purse seine
416899000,Training,Purse seine
419006700,Training,Seismic
419018400,Training,Passenger
419088700,Training,Tug/Pilot/Supply
419390000,Training,Tug/Pilot/Supply
419547000,Test,Cargo/Tanker
419665000,Test,Cargo/Tanker
419735000,Test,Cargo/Tanker
419900150,Test,Longliner
422573000,Test,Purse seine
428011000,Training,Cargo/Tanker
428016000,Training,Cargo/Tanker
428019000,Training,Cargo/Tanker
428045000,Test,Tug/Pilot/Supply
431000124,Training,Tug/Pilot/Supply
431000132,Test,Cargo/Tanker
431000147,Training,Cargo/Tanker
431000156,Training,Cargo/Tanker
431000175,Training,Cargo/Tanker
431000214,Training,Cargo/Tanker
431000224,Training,Cargo/Tanker
431000236,Training,Cargo/Tanker
431000243,Test,Cargo/Tanker
431000253,Test,Cargo/Tanker
431000267,Training,Tug/Pilot/Supply
431000275,Test,Cargo/Tanker
431000299,Training,Cargo/Tanker
431000301,Test,Cargo/Tanker
431000304,Training,Cargo/Tanker
431000332,Training,Cargo/Tanker
431000336,Training,Cargo/Tanker
431000338,Test,Cargo/Tanker
431000359,Test,Cargo/Tanker
431000368,Training,Tug/Pilot/Supply
431000377,Training,Tug/Pilot/Supply
431000384,Test,Cargo/Tanker
431000389,Test,Cargo/Tanker
431000474,Test,Cargo/Tanker
431000495,Training,Cargo/Tanker
431000498,Training,Cargo/Tanker
431000508,Training,Cargo/Tanker
431000527,Training,Cargo/Tanker
431000528,Test,Cargo/Tanker
431000529,Training,Cargo/Tanker
431000567,Training,Cargo/Tanker
431000568,Training,Cargo/Tanker
431000594,Test,Cargo/Tanker
431000622,Training,Cargo/Tanker
431000628,Training,Cargo/Tanker
431000639,Test,Cargo/Tanker
431000654,Training,Cargo/Tanker
431000661,Training,Cargo/Tanker
431000670,Test,Cargo/Tanker
431000678,Test,Cargo/Tanker
431000689,Training,Cargo/Tanker
431000692,Test,Cargo/Tanker
431000693,Training,Cargo/Tanker
431000701,Training,Cargo/Tanker
431000706,Training,Cargo/Tanker
431000707,Training,Cargo/Tanker
431000734,Training,Cargo/Tanker
431000774,Training,Cargo/Tanker
431000776,Test,Cargo/Tanker
431000778,Training,Cargo/Tanker
431000783,Test,Cargo/Tanker
431000792,Training,Cargo/Tanker
431000795,Training,Tug/Pilot/Supply
431000822,Test,Cargo/Tanker
431000826,Test,Cargo/Tanker
431000828,Test,Cargo/Tanker
431000859,Test,Cargo/Tanker
431000864,Training,Cargo/Tanker
431000875,Test,Cargo/Tanker
431000903,Training,Cargo/Tanker
431000912,Training,Cargo/Tanker
431000925,Training,Cargo/Tanker
431000926,Test,Cargo/Tanker
431000932,Test,Cargo/Tanker
431000943,Training,Cargo/Tanker
431000951,Training,Cargo/Tanker
431000963,Training,Cargo/Tanker
431000968,Training,Cargo/Tanker
431000981,Training,Cargo/Tanker
431000984,Test,Cargo/Tanker
431000985,Test,Cargo/Tanker
431000991,Training,Cargo/Tanker
431001002,Test,Cargo/Tanker
431001006,Test,Cargo/Tanker
431001012,Training,Cargo/Tanker
431001045,Training,Cargo/Tanker
431001046,Test,Cargo/Tanker
431001052,Training,Cargo/Tanker
431001061,Test,Cargo/Tanker
431001062,Test,Cargo/Tanker
431001071,Test,Cargo/Tanker
431001074,Training,Tug/Pilot/Supply
431001077,Test,Cargo/Tanker
431001082,Test,Cargo/Tanker
431001111,Training,Cargo/Tanker
431001112,Training,Cargo/Tanker
431001114,Training,Tug/Pilot/Supply
431001117,Test,Cargo/Tanker
431001151,Training,Cargo/Tanker
431001206,Training,Cargo/Tanker
431001216,Test,Cargo/Tanker
431001328,Test,Cargo/Tanker
431001342,Test,Cargo/Tanker
431001343,Test,Cargo/Tanker
431001353,Test,Cargo/Tanker
431001374,Training,Cargo/Tanker
431001387,Test,Cargo/Tanker
431001401,Test,Cargo/Tanker
431001427,Test,Cargo/Tanker
431001455,Training,Tug/Pilot/Supply
431001549,Test,Cargo/Tanker
431001757,Training,Cargo/Tanker
431001837,Training,Cargo/Tanker
431001998,Test,Cargo/Tanker
431002005,Training,Cargo/Tanker
431002053,Training,Cargo/Tanker
431002092,Training,Cargo/Tanker
431002093,Training,Tug/Pilot/Supply
431002219,Test,Tug/Pilot/Supply
431002261,Training,Cargo/Tanker
431002386,Test,Cargo/Tanker
431002489,Test,Cargo/Tanker
431002504,Training,Cargo/Tanker
431002508,Training,Cargo/Tanker
431002547,Training,Cargo/Tanker
431002586,Training,Cargo/Tanker
431002607,Training,Cargo/Tanker
431002676,Test,Tug/Pilot/Supply
431002774,Training,Cargo/Tanker
431002799,Training,Cargo/Tanker
431002971,Test,Tug/Pilot/Supply
431003009,Test,Cargo/Tanker
431003024,Training,Cargo/Tanker
431003032,Test,Cargo/Tanker
431003072,Test,Cargo/Tanker
431003089,Test,Cargo/Tanker
431003171,Test,Cargo/Tanker
431003174,Training,Cargo/Tanker
431003177,Training,Cargo/Tanker
431003181,Test,Cargo/Tanker
431003203,Training,Cargo/Tanker
431003205,Training,Cargo/Tanker
431003232,Training,Cargo/Tanker
431003269,Training,Cargo/Tanker
431003277,Test,Cargo/Tanker
431003354,Test,Cargo/Tanker
431003364,Test,Cargo/Tanker
431003365,Test,Cargo/Tanker
431003382,Test,Cargo/Tanker
431003404,Test,Cargo/Tanker
431003435,Training,Cargo/Tanker
431003436,Test,Tug/Pilot/Supply
431003469,Test,Cargo/Tanker
431003497,Test,Cargo/Tanker
431003521,Training,Cargo/Tanker
431003537,Training,Cargo/Tanker
431003616,Training,Cargo/Tanker
431003651,Test,Cargo/Tanker
431003715,Test,Cargo/Tanker
431003736,Training,Cargo/Tanker
431003749,Training,Tug/Pilot/Supply
431003751,Training,Cargo/Tanker
431003801,Test,Cargo/Tanker
431003903,Test,Cargo/Tanker
431004045,Test,Tug/Pilot/Supply
431004067,Training,Tug/Pilot/Supply
431004091,Training,Cargo/Tanker
431004231,Test,Tug/Pilot/Supply
431004371,Training,Tug/Pilot/Supply
431004478,Training,Tug/Pilot/Supply
431004768,Test,Tug/Pilot/Supply
431005054,Test,Tug/Pilot/Supply
431005219,Test,Passenger
431005531,Training,Tug/Pilot/Supply
431022000,Training,Longliner
431036000,Training,Cargo/Tanker
431038000,Test,Longliner
431053000,Training,Longliner
431067000,Training,Longliner
431070000,Training,Longliner
431100005,Test,Cargo/Tanker
431100026,Test,Cargo/Tanker
431100030,Training,Purse seine
431100032,Test,Tug/Pilot/Supply
431100033,Test,Cargo/Tanker
431100042,Training,Cargo/Tanker
431100109,Training,Cargo/Tanker
431100146,Training,Cargo/Tanker
431100148,Test,Cargo/Tanker
431100155,Test,Cargo/Tanker
431100182,Training,Cargo/Tanker
431100205,Training,Cargo/Tanker
431100221,Training,Cargo/Tanker
431100239,Test,Cargo/Tanker
431100268,Test,Cargo/Tanker
431100271,Training,Cargo/Tanker
431100283,Training,Cargo/Tanker
431100311,Test,Cargo/Tanker
431100316,Training,Cargo/Tanker
431100325,Training,Cargo/Tanker
431100332,Training,Cargo/Tanker
431100338,Training,Tug/Pilot/Supply
431100348,Test,Cargo/Tanker
431100372,Test,Cargo/Tanker
431100408,Training,Cargo/Tanker
431100549,Training,Tug/Pilot/Supply
431100682,Training,Cargo/Tanker
431100849,Test,Cargo/Tanker
431100850,Training,Purse seine
431100859,Training,Cargo/Tanker
431100878,Training,Cargo/Tanker
431100886,Training,Cargo/Tanker
431100906,Training,Cargo/Tanker
431100922,Training,Cargo/Tanker
431100923,Training,Cargo/Tanker
431100931,Training,Cargo/Tanker
431100938,Test,Cargo/Tanker
431100939,Training,Cargo/Tanker
431100945,Training,Cargo/Tanker
431100948,Test,Cargo/Tanker
431100955,Training,Cargo/Tanker
431100957,Training,Cargo/Tanker
431100961,Test,Tug/Pilot/Supply
431100966,Training,Cargo/Tanker
431100987,Test,Cargo/Tanker
431101012,Test,Cargo/Tanker
431101018,Training,Cargo/Tanker
431101028,Test,Cargo/Tanker
431101042,Training,Tug/Pilot/Supply
431101045,Training,Cargo/Tanker
431101051,Training,Cargo/Tanker
431101054,Training,Cargo/Tanker
431101065,Test,Tug/Pilot/Supply
431101095,Test,Tug/Pilot/Supply
431101096,Training,Tug/Pilot/Supply
431101108,Test,Tug/Pilot/Supply
431101128,Training,Tug/Pilot/Supply
431101134,Test,Tug/Pilot/Supply
431101139,Training,Cargo/Tanker
431101145,Test,Cargo/Tanker
431101148,Training,Cargo/Tanker
431101161,Test,Tug/Pilot/Supply
431101162,Training,Cargo/Tanker
431101164,Training,Cargo/Tanker
431101171,Test,Cargo/Tanker
431101175,Test,Cargo/Tanker
431101210,Training,Longliner
431101320,Test,Longliner
431116000,Training,Longliner
431128000,Training,Purse seine
431137000,Test,Purse seine
431154000,Training,Longliner
431155000,Training,Purse seine
431159000,Test,Purse seine
431167000,Training,Purse seine
431169000,Training,Cargo/Tanker
431175000,Test,Longliner
431182000,Training,Longliner
431200143,Test,Cargo/Tanker
431200166,Training,Cargo/Tanker
431200176,Training,Cargo/Tanker
431200632,Training,Cargo/Tanker
431200647,Test,Cargo/Tanker
431200655,Training,Cargo/Tanker
431200683,Training,Cargo/Tanker
431200688,Training,Cargo/Tanker
431200693,Training,Cargo/Tanker
431200703,Training,Cargo/Tanker
431200705,Training,Cargo/Tanker
431200730,Test,Longliner
431200740,Training,Longliner
431206000,Training,Longliner
431245000,Test,Longliner
431251000,Test,Longliner
431253000,Training,Longliner
431298000,Training,Longliner
431300014,Test,Cargo/Tanker
431300084,Training,Cargo/Tanker
431300086,Test,Cargo/Tanker
431300218,Training,Cargo/Tanker
431300266,Test,Cargo/Tanker
431300401,Training,Cargo/Tanker
431300411,Training,Cargo/Tanker
431300414,Training,Cargo/Tanker
431300454,Training,Cargo/Tanker
431300458,Test,Cargo/Tanker
431300491,Test,Cargo/Tanker
431300536,Training,Cargo/Tanker
431300697,Training,Cargo/Tanker
431300724,Training,Cargo/Tanker
431300762,Training,Cargo/Tanker
431300888,Test,Cargo/Tanker
431301101,Training,Cargo/Tanker
431301103,Test,Cargo/Tanker
431301434,Training,Cargo/Tanker
431301453,Test,Cargo/Tanker
431301547,Test,Cargo/Tanker
431301549,Test,Cargo/Tanker
431301595,Training,Cargo/Tanker
431301596,Training,Cargo/Tanker
431301604,Test,Cargo/Tanker
431301631,Training,Cargo/Tanker
431301658,Training,Cargo/Tanker
431301698,Training,Cargo/Tanker
431301705,Training,Cargo/Tanker
431301706,Training,Cargo/Tanker
431301714,Training,Cargo/Tanker
431301747,Training,Cargo/Tanker
431301775,Training,Cargo/Tanker
431301796,Training,Cargo/Tanker
431301812,Training,Cargo/Tanker
431308000,Test,Purse seine
431310000,Training,Purse seine
431316000,Test,Longliner
431329000,Training,Longliner
431331000,Training,Purse seine
431336000,Test,Cargo/Tanker
431377000,Test,Longliner
431380000,Training,Longliner
431382000,Training,Longliner
431395000,Training,Longliner
431397000,Training,Trawler
431399000,Training,Purse seine
431400035,Test,Cargo/Tanker
431400039,Test,Cargo/Tanker
431400063,Training,Cargo/Tanker
431400074,Test,Cargo/Tanker
431400082,Training,Cargo/Tanker
431400115,Test,Cargo/Tanker
431400168,Test,Cargo/Tanker
431400179,Test,Cargo/Tanker
431400185,Training,Cargo/Tanker
431400201,Test,Cargo/Tanker
431400211,Test,Cargo/Tanker
431400216,Test,Cargo/Tanker
431400222,Training,Cargo/Tanker
431400233,Training,Cargo/Tanker
431400311,Training,Cargo/Tanker
431400345,Training,Cargo/Tanker
431400367,Test,Cargo/Tanker
431400378,Training,Cargo/Tanker
431400386,Training,Cargo/Tanker
431400418,Training,Cargo/Tanker
431400421,Training,Cargo/Tanker
431400422,Training,Cargo/Tanker
431400446,Test,Cargo/Tanker
431400467,Test,Cargo/Tanker
431400468,Training,Cargo/Tanker
431400476,Training,Cargo/Tanker
431400496,Training,Cargo/Tanker
431400515,Training,Cargo/Tanker
431400523,Test,Cargo/Tanker
431400563,Test,Cargo/Tanker
431400593,Training,Cargo/Tanker
431400649,Training,Cargo/Tanker
431400732,Training,Cargo/Tanker
431400988,Training,Cargo/Tanker
431401017,Training,Cargo/Tanker
431401436,Training,Cargo/Tanker
431401462,Training,Cargo/Tanker
431401545,Test,Cargo/Tanker
431401715,Test,Cargo/Tanker
431401788,Training,Cargo/Tanker
431401796,Training,Cargo/Tanker
431401807,Training,Cargo/Tanker
431401849,Training,Cargo/Tanker
431401856,Training,Cargo/Tanker
431401899,Test,Cargo/Tanker
431401905,Training,Cargo/Tanker
431401925,Training,Cargo/Tanker
431401953,Training,Cargo/Tanker
431401962,Training,Cargo/Tanker
431401969,Training,Cargo/Tanker
431401974,Training,Cargo/Tanker
431401985,Training,Cargo/Tanker
431401993,Test,Cargo/Tanker
431401999,Training,Cargo/Tanker
431402034,Test,Cargo/Tanker
431402037,Training,Cargo/Tanker
431402042,Test,Cargo/Tanker
431402044,Training,Cargo/Tanker
431402051,Training,Cargo/Tanker
431402067,Test,Cargo/Tanker
431402072,Test,Cargo/Tanker
431424000,Training,Longliner
431444000,Test,Longliner
431457000,Training,Longliner
431465000,Training,Trawler
431490000,Test,Longliner
431500011,Training,Cargo/Tanker
431500018,Training,Cargo/Tanker
431500021,Training,Cargo/Tanker
431500040,Training,Longliner
431500058,Training,Cargo/Tanker
431500074,Training,Cargo/Tanker
431500103,Test,Cargo/Tanker
431500104,Training,Cargo/Tanker
431500120,Test,Longliner
431500123,Test,Cargo/Tanker
431500144,Test,Cargo/Tanker
431500180,Test,Longliner
431500199,Test,Cargo/Tanker
431500239,Training,Cargo/Tanker
431500272,Training,Cargo/Tanker
431500282,Test,Cargo/Tanker
431500285,Test,Cargo/Tanker
431500344,Training,Cargo/Tanker
431500366,Training,Cargo/Tanker
431500392,Test,Cargo/Tanker
431500395,Training,Cargo/Tanker
431500398,Test,Cargo/Tanker
431500448,Training,Cargo/Tanker
431500460,Training,Longliner
431500465,Test,Cargo/Tanker
431500470,Training,Longliner
431500511,Test,Cargo/Tanker
431500526,Test,Cargo/Tanker
431500530,Test,Longliner
431500532,Test,Cargo/Tanker
431500541,Training,Cargo/Tanker
431500553,Test,Cargo/Tanker
431500572,Test,Cargo/Tanker
431500583,Test,Cargo/Tanker
431500599,Test,Cargo/Tanker
431500624,Training,Cargo/Tanker
431500712,Training,Cargo/Tanker
431500789,Training,Cargo/Tanker
431500955,Test,Cargo/Tanker
431500990,Test,Longliner
431501083,Test,Cargo/Tanker
431501275,Test,Cargo/Tanker
431501382,Training,Cargo/Tanker
431501607,Training,Cargo/Tanker
431501616,Training,Cargo/Tanker
431501618,Training,Cargo/Tanker
431501619,Test,Cargo/Tanker
431501621,Training,Cargo/Tanker
431501622,Training,Cargo/Tanker
431501625,Training,Cargo/Tanker
431501643,Training,Cargo/Tanker
431501644,Training,Cargo/Tanker
431501653,Test,Cargo/Tanker
431501663,Test,Cargo/Tanker
431501664,Training,Cargo/Tanker
431501666,Training,Cargo/Tanker
431501669,Test,Cargo/Tanker
431501684,Test,Cargo/Tanker
431501685,Training,Cargo/Tanker
431501692,Training,Cargo/Tanker
431501709,Test,Cargo/Tanker
431501712,Training,Cargo/Tanker
431501713,Training,Cargo/Tanker
431501718,Training,Tug/Pilot/Supply
431501723,Training,Cargo/Tanker
431501732,Training,Cargo/Tanker
431501735,Training,Cargo/Tanker
431501737,Training,Cargo/Tanker
431501739,Training,Cargo/Tanker
431501741,Test,Cargo/Tanker
431501743,Test,Cargo/Tanker
431501745,Test,Cargo/Tanker
431501746,Training,Cargo/Tanker
431501749,Training,Cargo/Tanker
431501753,Test,Cargo/Tanker
431501764,Training,Cargo/Tanker
431501778,Test,Cargo/Tanker
431501785,Test,Cargo/Tanker
431501791,Training,Cargo/Tanker
431501792,Training,Cargo/Tanker
431501797,Training,Cargo/Tanker
431501802,Training,Cargo/Tanker
431501815,Training,Cargo/Tanker
431501816,Test,Cargo/Tanker
431501818,Training,Cargo/Tanker
431501832,Training,Cargo/Tanker
431501835,Training,Cargo/Tanker
431501837,Test,Cargo/Tanker
431501839,Training,Cargo/Tanker
431501853,Training,Cargo/Tanker
431501856,Training,Cargo/Tanker
431501857,Training,Cargo/Tanker
431501865,Test,Cargo/Tanker
431501866,Test,Cargo/Tanker
431501871,Test,Cargo/Tanker
431503000,Training,Purse seine
431511000,Training,Purse seine
431574000,Test,Cargo/Tanker
431600204,Training,Cargo/Tanker
431600220,Training,Longliner
431600275,Training,Longliner
431600640,Training,Longliner
431600647,Test,Cargo/Tanker
431600872,Training,Cargo/Tanker
431601033,Training,Cargo/Tanker
431601615,Training,Cargo/Tanker
431601949,Training,Cargo/Tanker
431602020,Training,Longliner
431602027,Test,Cargo/Tanker
431602130,Test,Longliner
431602157,Training,Passenger
