mmsi,fishing,label,sublabel,length,tonnage,list_sources
431101116,Fishing,,,,,itu
431101128,Non-fishing,Tug/Pilot/Supply,Tug,,,five24;tugs
431101134,Non-fishing,Tug/Pilot/Supply,Tug,,,five24;tugs
431101139,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431101145,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431101148,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431101152,Fishing,,,,,itu
431101161,Non-fishing,Tug/Pilot/Supply,Tug,,,five24;tugs
431101162,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431101164,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431101171,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431101175,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431101210,Fishing,,,,,itu
431101320,Fishing,,,,,itu
431112000,Fishing,,,,,itu
431128000,Fishing,,,,,itu
431137000,Fishing,,,,,itu
431155000,Fishing,Purse seines,,,,kristina
431158000,Fishing,,,,,itu
431159000,Fishing,Purse seines,,,,kristina
431167000,Fishing,,,,,itu
431169000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431173000,Fishing,,,,,itu
431175000,Fishing,,,,,itu
431179000,Fishing,,,,,itu
431187000,Fishing,,,,,itu
431200060,Fishing,Pole and line,,56.299999999999997,499.0,clav
431200143,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431200150,Fishing,,,,,itu
431200166,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431200176,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431200211,Fishing,,,,,itu
431200250,Fishing,,,,,itu
431200298,Fishing,,,,,itu
431200368,Fishing,,,,,itu
431200424,Fishing,,,,,itu
431200428,Fishing,,,,,itu
431200453,Fishing,,,,,itu
431200520,Fishing,,,,,itu
431200570,Fishing,,,,,itu
431200578,Fishing,,,,,itu
431200579,Fishing,,,,,itu
431200592,Fishing,,,,,itu
431200632,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431200647,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431200655,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431200683,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431200688,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431200693,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431200703,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431200705,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431200730,Fishing,,,,,itu
431200740,Fishing,,,,,itu
431200760,Fishing,,,,,itu
431200840,Fishing,,,,,itu
431200880,Fishing,Pole and line,,53.340000000000003,499.0,clav;itu
431200910,Fishing,Pole and line,,52.399999999999999,463.0,clav
431200970,Fishing,Pole and line,,56.869999999999997,499.0,clav
431200990,Fishing,Pole and line,,48.759999999999998,359.0,clav;itu
431201000,Non-fishing,Reefer,,116.7,4969.0,reefer
431204000,Fishing,,,,,itu
431250000,Fishing,,,,,itu
431251000,Fishing,,,,,itu
431258000,Fishing,Pole and line,,31.0,119.0,clav
431263000,Non-fishing,Reefer,,104.2,4865.0,reefer
431298000,Fishing,,,,,itu
431300014,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431300084,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431300086,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431300218,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431300238,Fishing,,,,,itu
431300266,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431300401,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431300411,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431300414,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431300451,Fishing,,,,,itu
431300454,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431300458,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431300491,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431300536,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431300567,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431300574,Fishing,,,,,itu
431300643,Fishing,,,,,itu
431300697,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431300724,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431300762,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431300888,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431301029,Fishing,,,,,itu
431301034,Fishing,,,,,itu
431301065,Fishing,,,,,itu
431301101,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431301103,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431301434,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431301453,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431301547,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431301549,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431301595,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431301596,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431301604,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431301631,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431301633,Fishing,,,,,itu
431301658,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431301698,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431301705,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431301706,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431301714,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431301736,Non-fishing,Passenger,,,,five24
431301747,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431301757,Fishing,,,,,itu
431301775,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431301796,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431301812,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431310000,Fishing,,,,,itu
431311000,Fishing,,,,,itu
431331000,Fishing,Purse seines,,,,kristina
431333000,Fishing,,,,,itu
431336000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431351000,Fishing,,,,,itu
431397000,Fishing,Trawlers,,,,kristina
431399000,Fishing,Purse seines,,,,kristina
431400035,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400039,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400063,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400074,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400082,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431400115,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400168,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400179,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400185,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400201,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400211,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400216,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400222,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400233,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400311,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431400345,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400367,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400378,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400386,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431400418,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400421,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431400422,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431400444,Fishing,,,,,itu
431400446,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431400467,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431400468,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400476,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431400496,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400515,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400523,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400563,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400593,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431400649,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431400732,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431400745,Fishing,,,,,itu
431400758,Fishing,,,,,itu
431400774,Fishing,,,,,itu
431400988,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401017,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401174,Fishing,,,,,itu
431401274,Fishing,,,,,itu
431401355,Fishing,,,,,itu
431401436,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401462,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401545,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401715,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431401788,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431401796,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401807,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431401849,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401856,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401899,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401905,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431401925,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401953,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431401962,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401969,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431401974,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401985,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401993,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431401999,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431402034,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431402037,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431402042,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431402044,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431402051,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431402067,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431402072,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431414000,Fishing,,,,,itu
431465000,Fishing,Trawlers,,,,itu;kristina
431472000,Non-fishing,Reefer,,94.002499999999998,2272.5,reefer
431477000,Fishing,,,,,itu
431487000,Fishing,Pole and line,,56.869999999999997,499.0,clav
431490000,Fishing,,,,,itu
431500011,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500018,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500020,Fishing,,,,,itu
431500021,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500040,Fishing,,,,,itu
431500044,Fishing,,,,,itu
431500058,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500074,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500103,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500104,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500123,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500144,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500199,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500239,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500272,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500282,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500285,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500344,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500366,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500385,Fishing,,,,,itu
431500392,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500395,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500398,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500420,Fishing,,,,,itu
431500448,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500465,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500511,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500526,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500530,Fishing,,,,,itu
431500532,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500541,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431500553,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500572,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500583,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500599,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500624,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500712,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500789,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500836,Fishing,Pole and line,,32.100000000000001,143.0,clav
431500911,Fishing,Pole and line,,29.120000000000001,99.0,clav
431500955,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431500960,Fishing,,,,,itu
431500990,Fishing,,,,,itu
431501083,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501170,Fishing,,,,,itu
431501205,Fishing,,,,,itu
431501275,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501382,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501413,Fishing,,,,,itu
431501607,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501616,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501618,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501619,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501621,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501622,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501625,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501643,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501644,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501646,Fishing,,,,,itu
431501653,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501663,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501664,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501666,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501669,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501684,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501685,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501692,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501709,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501712,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501713,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501718,Non-fishing,Tug/Pilot/Supply,Tug,,,alex
431501723,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501732,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501735,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501737,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501739,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501741,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501743,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501745,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501746,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501749,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501753,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501764,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501778,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501785,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501791,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501792,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501797,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501802,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501815,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501816,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501818,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501822,Fishing,,,,,itu
431501825,Fishing,,,,,itu
431501832,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501835,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501837,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501839,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501853,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501856,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501857,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431501865,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501866,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431501871,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431503000,Fishing,,,,,itu
431574000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431600078,Fishing,,,,,itu
431600125,Fishing,,,,,itu
431600204,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431600210,Fishing,,,,,itu
431600211,Fishing,,,,,itu
431600270,Fishing,,,,,itu
431600393,Fishing,,,,,itu
431600490,Fishing,,,,,itu
431600647,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431600710,Fishing,,,,,itu
431600872,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431600950,Fishing,Pole and line,,30.0,137.0,clav
431601033,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431601070,Fishing,,,,,itu
431601290,Fishing,,,,,itu
431601328,Fishing,,,,,itu
431601383,Fishing,,,,,itu
431601615,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431601714,Fishing,,,,,itu
431601750,Fishing,,,,,itu
431601775,Fishing,,,,,itu
431601910,Fishing,,,,,itu
431601920,Fishing,,,,,itu
431601932,Fishing,,,,,itu
431601949,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431601976,Fishing,,,,,itu
431602020,Fishing,,,,,itu
431602027,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431602040,Fishing,,,,,itu
431602060,Fishing,,,,,itu
431602157,Non-fishing,Passenger,,,,alex
431602174,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431602206,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431602228,Fishing,,,,,itu
431602240,Fishing,,,,,itu
431602260,Fishing,,,,,itu
431602305,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431602306,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431602307,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431602322,Fishing,,,,,itu
431602330,Fishing,,,,,itu
431602342,Fishing,,,,,itu
431602345,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431602450,Fishing,,,,,itu
431602530,Fishing,,,,,itu
431602610,Fishing,,,,,itu
431602620,Fishing,,,,,itu
431602690,Fishing,,,,,itu
431602710,Fishing,,,,,itu
431603120,Fishing,,,,,itu
431613000,Fishing,,,,,itu
431619000,Fishing,Trawlers,,,,kristina
431636000,Fishing,,,,,itu
431649000,Fishing,,,,,itu
431665000,Fishing,,,,,itu
431671000,Fishing,,,,,itu
431673000,Fishing,,,,,itu
431678000,Non-fishing,Reefer,,121.73333333299999,4992.0,reefer
431680000,Fishing,Pole and line,,56.200000000000003,498.0,clav
431680026,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431680144,Non-fishing,Passenger,,,,alex
431680210,Fishing,,,,,itu
431680212,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431680233,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431680620,Fishing,,,,,itu
431680730,Fishing,,,,,itu
431682000,Fishing,,,,,itu
431686000,Fishing,,,,,itu
431691000,Fishing,,,,,itu
431693000,Fishing,Pole and line,,56.869999999999997,499.0,clav
431697000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431698000,Fishing,Pole and line,,47.710000000000001,385.0,clav;itu
431700030,Fishing,,,,,itu
431700044,Fishing,,,,,itu
431700060,Fishing,,,,,itu
431700094,Fishing,,,,,itu
431700150,Fishing,Pole and line,,56.869999999999997,499.0,clav;itu
431700200,Fishing,,,,,itu
431700210,Fishing,,,,,itu
431700260,Fishing,,,,,itu
431700350,Fishing,,,,,itu
431700387,Fishing,,,,,itu
431700465,Fishing,,,,,itu
431700560,Fishing,,,,,itu
431700660,Fishing,,,,,itu
431700830,Fishing,,,,,itu
431700970,Fishing,,,,,itu
431700980,Fishing,,,,,itu
431701010,Fishing,,,,,itu
431701040,Fishing,,,,,itu
431701440,Fishing,,,,,itu
431701560,Fishing,,,,,itu
431701710,Fishing,,,,,itu
431701720,Fishing,,,,,itu
431701760,Fishing,,,,,itu
431701780,Fishing,,,,,itu
431701990,Fishing,,,,,itu
431702470,Fishing,,,,,itu
431702580,Fishing,,,,,itu
431702640,Fishing,,,,,itu
431702850,Fishing,,,,,itu
431702860,Fishing,,,,,itu
431702990,Fishing,,,,,itu
431703330,Fishing,,,,,itu
431703340,Fishing,,,,,itu
431703410,Fishing,,,,,itu
431703530,Fishing,,,,,itu
431703560,Fishing,,,,,itu
431703660,Fishing,,,,,itu
431703710,Fishing,,,,,itu
431703830,Fishing,,,,,itu
431703970,Fishing,,,,,itu
431704110,Fishing,,,,,itu
431704160,Fishing,,,,,itu
431704210,Fishing,,,,,itu
431704220,Fishing,,,,,itu
431704330,Fishing,,,,,itu
431704470,Fishing,,,,,itu
431704490,Fishing,,,,,itu
431704520,Fishing,,,,,itu
431722000,Fishing,Pole and line,,58.064999999999998,483.0,clav;itu
431723000,Fishing,,,,,itu
431726000,Fishing,Trawlers,,,,kristina
431731000,Fishing,,,,,itu
431739000,Fishing,,,,,itu
431763000,Fishing,,,,,itu
431769000,Fishing,Pole and line,,53.350000000000001,495.0,clav
431770000,Fishing,Pole and line,,29.699999999999999,108.0,clav
431773000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431799000,Fishing,,,,,itu
431800034,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431800035,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431800228,Fishing,,,,,itu
431800244,Fishing,,,,,itu
431800255,Fishing,,,,,itu
431800289,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
431800374,Fishing,,,,,itu
431800386,Fishing,,,,,itu
431800390,Fishing,,,,,itu
431800408,Fishing,,,,,itu
431800420,Fishing,,,,,itu
431800445,Fishing,,,,,itu
431800448,Fishing,,,,,itu
431800552,Fishing,,,,,itu
431800578,Fishing,,,,,itu
431800616,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431800623,Fishing,,,,,itu
431800649,Non-fishing,Passenger,,,,alex
431800677,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431800681,Fishing,,,,,itu
431800695,Fishing,,,,,itu
431800699,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
431801000,Fishing,Pole and line,,56.200000000000003,499.0,clav
431801260,Fishing,,,,,itu
431801340,Fishing,,,,,itu
431812000,Fishing,Purse seines,,,,itu;kristina
431826000,Fishing,,,,,itu
431834000,Fishing,,,,,itu
431855000,Fishing,,,,,itu
431866000,Fishing,Purse seines,,,,itu;kristina
431900036,Fishing,,,,,itu
431900038,Fishing,,,,,itu
431900158,Fishing,,,,,itu
431900168,Fishing,,,,,itu
431900242,Fishing,,,,,itu
431903000,Fishing,,,,,itu
431914000,Fishing,Pole and line,,52.649999999999999,455.0,clav
431918000,Fishing,,,,,itu
431924000,Fishing,,,,,itu
431931000,Fishing,,,,,itu
431932000,Fishing,Purse seines,,,,kristina
431935000,Fishing,Pole and line,,56.869999999999997,499.0,clav
432147000,Fishing,,,,,itu
432261000,Fishing,Purse seines,,,,itu;kristina
432288000,Fishing,,,,,itu
432342000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
432353000,Fishing,,,,,itu
432356000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
432366000,Fishing,,,,,itu
432378000,Fishing,,,,,itu
432410000,Fishing,Purse seines,,,,kristina
432438000,Fishing,Purse seines,,,,itu;kristina
432441000,Fishing,Pole and line,,34.899999999999999,167.0,clav
432487000,Fishing,Purse seines,,,,kristina
432496000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
432501000,Non-fishing,Tug/Pilot/Supply,,,,alex
432507000,Fishing,,,,,itu
432515000,Fishing,,,,,itu
432525000,Fishing,Pole and line,,32.390000000000001,119.0,clav
432528000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
432549000,Fishing,,,,,itu
432564000,Fishing,Purse seines,,,,itu;kristina
432580000,Fishing,,,,,itu
432596000,Fishing,,,,,itu
432606000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
432613000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
432649000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
432661000,Non-fishing,Reefer,,,,reefer
432666000,Non-fishing,Cargo/Tanker,Cargo,,,kristina
432667000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
432668000,Fishing,,,,,itu
432685000,Fishing,Purse seines,,,,kristina
432708000,Fishing,Purse seines,,,,kristina
432726000,Fishing,Purse seines,,,,kristina
432738000,Fishing,Purse seines,,,,kristina
432825000,Non-fishing,Cargo/Tanker,Tanker,,,cargotanker
432839000,Non-fishing,Cargo/Tanker,Cargo,,,cargotanker
432927000,Fishing,Trawlers,,,,kristina
432943000,Fishing,,,,,itu
432961000,Fishing,,,,,itu
432973000,Fishing,,,,,itu
432984000,Fishing,,,,,itu
432987000,Fishing,,,,,itu
432989000,Fishing,,,,,itu
432990000,Fishing,,,,,itu
432991000,Fishing,,,,,itu
432999000,Fishing,,,,,itu
435509448,Non-fishing,Cargo/Tanker,Cargo,,,kristina
436000013,Non-fishing,Seismic vessel,,,,seismic
436000029,Non-fishing,Seismic vessel,,,,seismic
436000037,Non-fishing,Seismic vessel,,,,seismic
436000090,Non-fishing,Tug/Pilot/Supply,Tug,,,alex
436000229,Non-fishing,Seismic vessel,,,,seismic
438037000,Non-fishing,Passenger,,,,five24
440046000,Non-fishing,Reefer,,83.129999999999995,2339.0,reefer
440057000,Non-fishing,Reefer,,115.0,5286.0,reefer
440102000,Non-fishing,Reefer,,115.8,4189.0,reefer
440110292,Non-fishing,Passenger,,,,five24
440111460,Non-fishing,Passenger,,,,five24
440112210,Non-fishing,Tug/Pilot/Supply,Tug,,,alex
440113000,Non-fishing,Reefer,,120.75,4490.0,reefer
440116000,Non-fishing,Reefer,,96.780000000000001,3437.0,reefer
440122070,Non-fishing,Tug/Pilot/Supply,Tug,,,five24
440134280,Non-fishing,Tug/Pilot/Supply,Pilot,,,five24
440145000,Non-fishing,Passenger,,,,five24
440147650,Non-fishing,Passenger,,,,five24
440148030,Non-fishing,Tug/Pilot/Supply,Pilot,,,five24
440196000,Non-fishing,Reefer,,85.069999999999993,1894.0,reefer
440203000,Fishing,Drifting longlines,,51.009999999999998,573.0,ccamlr
440214000,Non-fishing,Reefer,,136.83000000000001,5893.0,reefer
440217000,Non-fishing,Reefer,,116.08,4643.0,reefer
